file,line,tokens,original_text,display_text_fr
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10142,B9_REALITY_BOARD_INTEGRATION_CANDIDATE_V0,"""display_text_fr"": ""\""command\"": \""python tools\\\\build_t0157_b9_telegram_fr_gate_candidate.py --reality-board-payload-json outputs\\\\b9_reality_board_integration_candidate_v0\\\\Candidat d'intégration Reality Board (B9_REALITY_BOARD_INTEGRATION_CANDIDATE_V0).json --output-dir outputs\\\\b9_telegram_fr_gate_candidate_v0\""""","""display_text_fr"": ""\""command\"": \""python tools\\\\build_t0157_b9_telegram_fr_gate_candidate.py --reality-board-payload-json outputs\\\\b9_reality_board_integration_candidate_v0\\\\Candidat d'intégration Reality Board (Candidat d'intégration Reality Board (B9_REALITY_BOARD_INTEGRATION_CANDIDATE_V0)).json --output-dir outputs\\\\b9_telegram_fr_gate_candidate_v0\"""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10145,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10148,T0170_TELEGRAM_MANUAL_APPROVAL,"""T0170_TELEGRAM_MANUAL_APPROVAL""","""Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10150,T0170_TELEGRAM_MANUAL_APPROVAL,"""original_text"": ""\""step_id\"": \""T0170_TELEGRAM_MANUAL_APPROVAL\"","",","""original_text"": ""\""step_id\"": \""Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL)\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10151,T0170_TELEGRAM_MANUAL_APPROVAL,"""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL)\"",""","""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL) (Traduction à ajouter : T0170_TELEGRAM_MANUAL_APPROVAL (T0170_TELEGRAM_MANUAL_APPROVAL))\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10154,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10157,B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0,"""B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0""","""Candidat d'approbation manuelle Telegram (B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10159,B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0,"""original_text"": ""\""required_path\"": \""outputs/b9_telegram_manual_approval_candidate_v0/B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0.json\"","",","""original_text"": ""\""required_path\"": \""outputs/b9_telegram_manual_approval_candidate_v0/Candidat d'approbation manuelle Telegram (B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0).json\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10160,B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0,"""display_text_fr"": ""\""required_path\"": \""outputs/b9_telegram_manual_approval_candidate_v0/Candidat d'approbation manuelle Telegram (B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0).json\"",""","""display_text_fr"": ""\""required_path\"": \""outputs/b9_telegram_manual_approval_candidate_v0/Candidat d'approbation manuelle Telegram (Candidat d'approbation manuelle Telegram (B9_TELEGRAM_MANUAL_APPROVAL_CANDIDATE_V0)).json\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10163,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10166,B9_TELEGRAM_FR_GATE_CANDIDATE_V0,"""B9_TELEGRAM_FR_GATE_CANDIDATE_V0""","""Gate Telegram FR candidat (B9_TELEGRAM_FR_GATE_CANDIDATE_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10168,B9_TELEGRAM_FR_GATE_CANDIDATE_V0,"""original_text"": ""\""command\"": \""python tools\\\\build_t0170_b9_telegram_manual_approval_candidate.py --telegram-gate-json outputs\\\\b9_telegram_fr_gate_candidate_v0\\\\B9_TELEGRAM_FR_GATE_CANDIDATE_V0.json --output-dir outputs\\\\b9_telegram_manual_approval_candidate_v0 --print-json\"""",","""original_text"": ""\""command\"": \""python tools\\\\build_t0170_b9_telegram_manual_approval_candidate.py --telegram-gate-json outputs\\\\b9_telegram_fr_gate_candidate_v0\\\\Gate Telegram FR candidat (B9_TELEGRAM_FR_GATE_CANDIDATE_V0).json --output-dir outputs\\\\b9_telegram_manual_approval_candidate_v0 --print-json\"""","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10169,B9_TELEGRAM_FR_GATE_CANDIDATE_V0,"""display_text_fr"": ""\""command\"": \""python tools\\\\build_t0170_b9_telegram_manual_approval_candidate.py --telegram-gate-json outputs\\\\b9_telegram_fr_gate_candidate_v0\\\\Gate Telegram FR candidat (B9_TELEGRAM_FR_GATE_CANDIDATE_V0).json --output-dir outputs\\\\b9_telegram_manual_approval_candidate_v0 --print-json\""""","""display_text_fr"": ""\""command\"": \""python tools\\\\build_t0170_b9_telegram_manual_approval_candidate.py --telegram-gate-json outputs\\\\b9_telegram_fr_gate_candidate_v0\\\\Gate Telegram FR candidat (Gate Telegram FR candidat (B9_TELEGRAM_FR_GATE_CANDIDATE_V0)).json --output-dir outputs\\\\b9_telegram_manual_approval_candidate_v0 --print-json\"""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10172,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10175,T0159_FRENCH_DISPLAY_CONTRACT,"""T0159_FRENCH_DISPLAY_CONTRACT""","""Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10177,T0159_FRENCH_DISPLAY_CONTRACT,"""original_text"": ""\""step_id\"": \""T0159_FRENCH_DISPLAY_CONTRACT\"","",","""original_text"": ""\""step_id\"": \""Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT)\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10178,T0159_FRENCH_DISPLAY_CONTRACT,"""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT)\"",""","""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT) (Traduction à ajouter : T0159_FRENCH_DISPLAY_CONTRACT (T0159_FRENCH_DISPLAY_CONTRACT))\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10181,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10184,B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0,"""B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0""","""Contrat d'affichage français (B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10186,B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0,"""original_text"": ""\""required_path\"": \""outputs/b9_french_event_display_contract_v0/B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0.json\"","",","""original_text"": ""\""required_path\"": \""outputs/b9_french_event_display_contract_v0/Contrat d'affichage français (B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0).json\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10187,B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0,"""display_text_fr"": ""\""required_path\"": \""outputs/b9_french_event_display_contract_v0/Contrat d'affichage français (B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0).json\"",""","""display_text_fr"": ""\""required_path\"": \""outputs/b9_french_event_display_contract_v0/Contrat d'affichage français (Contrat d'affichage français (B9_FRENCH_EVENT_DISPLAY_CONTRACT_V0)).json\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10190,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10193,T0166_FRESHNESS_GUARD,"""T0166_FRESHNESS_GUARD""","""Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10195,T0166_FRESHNESS_GUARD,"""original_text"": ""\""step_id\"": \""T0166_FRESHNESS_GUARD\"","",","""original_text"": ""\""step_id\"": \""Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10196,T0166_FRESHNESS_GUARD,"""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD)\"",""","""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD) (Traduction à ajouter : T0166_FRESHNESS_GUARD (T0166_FRESHNESS_GUARD))\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10199,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10202,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""B9_LIVE_DATA_FRESHNESS_GUARD_V0""","""Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10204,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""original_text"": ""\""required_path\"": \""outputs/b9_live_data_freshness_guard_v0/B9_LIVE_DATA_FRESHNESS_GUARD_V0.json\"","",","""original_text"": ""\""required_path\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10205,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""display_text_fr"": ""\""required_path\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json\"",""","""display_text_fr"": ""\""required_path\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0)).json\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10208,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10211,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""B9_LIVE_DATA_FRESHNESS_GUARD_V0""","""Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10213,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""original_text"": ""\""expected_after_run\"": \""outputs/b9_live_data_freshness_guard_v0/B9_LIVE_DATA_FRESHNESS_GUARD_V0.json\"""",","""original_text"": ""\""expected_after_run\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json\"""","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10214,B9_LIVE_DATA_FRESHNESS_GUARD_V0,"""display_text_fr"": ""\""expected_after_run\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0).json\""""","""display_text_fr"": ""\""expected_after_run\"": \""outputs/b9_live_data_freshness_guard_v0/Garde fraîcheur data live (Garde fraîcheur data live (B9_LIVE_DATA_FRESHNESS_GUARD_V0)).json\"""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10217,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10220,T0147_LATEST_SCENE_CANDIDATE,"""T0147_LATEST_SCENE_CANDIDATE""","""Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10222,T0147_LATEST_SCENE_CANDIDATE,"""original_text"": ""\""step_id\"": \""T0147_LATEST_SCENE_CANDIDATE\"","",","""original_text"": ""\""step_id\"": \""Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10223,T0147_LATEST_SCENE_CANDIDATE,"""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE)\"",""","""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE) (Traduction à ajouter : T0147_LATEST_SCENE_CANDIDATE (T0147_LATEST_SCENE_CANDIDATE))\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10226,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10229,B9_LATEST_SCENE_CANDIDATE_V0,"""B9_LATEST_SCENE_CANDIDATE_V0""","""Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10231,B9_LATEST_SCENE_CANDIDATE_V0,"""original_text"": ""\""required_path\"": \""outputs/b9_live_scene_candidate_queue_v0/B9_LATEST_SCENE_CANDIDATE_V0.json\"","",","""original_text"": ""\""required_path\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10232,B9_LATEST_SCENE_CANDIDATE_V0,"""display_text_fr"": ""\""required_path\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json\"",""","""display_text_fr"": ""\""required_path\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)).json\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10235,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10238,B9_LATEST_SCENE_CANDIDATE_V0,"""B9_LATEST_SCENE_CANDIDATE_V0""","""Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10240,B9_LATEST_SCENE_CANDIDATE_V0,"""original_text"": ""\""expected_after_run\"": \""outputs/b9_live_scene_candidate_queue_v0/B9_LATEST_SCENE_CANDIDATE_V0.json\"""",","""original_text"": ""\""expected_after_run\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json\"""","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10241,B9_LATEST_SCENE_CANDIDATE_V0,"""display_text_fr"": ""\""expected_after_run\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0).json\""""","""display_text_fr"": ""\""expected_after_run\"": \""outputs/b9_live_scene_candidate_queue_v0/Dernière scène candidate B9 (Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)).json\"""""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10244,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10247,T0167_B9_B6_REALIGNMENT,"""T0167_B9_B6_REALIGNMENT""","""Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10249,T0167_B9_B6_REALIGNMENT,"""original_text"": ""\""step_id\"": \""T0167_B9_B6_REALIGNMENT\"","",","""original_text"": ""\""step_id\"": \""Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10250,T0167_B9_B6_REALIGNMENT,"""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT)\"",""","""display_text_fr"": ""\""step_id\"": \""Traduction à ajouter : Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT) (Traduction à ajouter : T0167_B9_B6_REALIGNMENT (T0167_B9_B6_REALIGNMENT))\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10253,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10256,B9_B6_AUTO_REALIGNMENT_V0,"""B9_B6_AUTO_REALIGNMENT_V0""","""Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0)"""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10258,B9_B6_AUTO_REALIGNMENT_V0,"""original_text"": ""\""required_path\"": \""outputs/b9_b6_auto_realignment_v0/B9_B6_AUTO_REALIGNMENT_V0.json\"","",","""original_text"": ""\""required_path\"": \""outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0).json\"","","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10259,B9_B6_AUTO_REALIGNMENT_V0,"""display_text_fr"": ""\""required_path\"": \""outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0).json\"",""","""display_text_fr"": ""\""required_path\"": \""outputs/b9_b6_auto_realignment_v0/Réalignement automatique B9 vers B6 (Réalignement automatique B9 vers B6 (B9_B6_AUTO_REALIGNMENT_V0)).json\"","""
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10262,B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0,"""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0.json"",","""file"": ""outputs\\b9_live_chain_missing_input_resolver_v0_install_validation\\Traduction à ajouter : B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0 (B9_LIVE_CHAIN_MISSING_INPUT_RESOLVER_V0).json"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10265,B6_FILM_CARDS_V0,"""B6_FILM_CARDS_V0"",","""Traduction à ajouter : B6_FILM_CARDS_V0 (B6_FILM_CARDS_V0)"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10266,B6_SIMILARITY_INDEX_V0,"""B6_SIMILARITY_INDEX_V0"",","""Traduction à ajouter : B6_SIMILARITY_INDEX_V0 (B6_SIMILARITY_INDEX_V0)"","
outputs\b9_french_display_state_hardening_v0\B9_FRENCH_DISPLAY_STATE_HARDENING_V0.json,10267,B9_LATEST_SCENE_CANDIDATE_V0,"""B9_LATEST_SCENE_CANDIDATE_V0""","""Dernière scène candidate B9 (B9_LATEST_SCENE_CANDIDATE_V0)"""
